Band,Song,Guitarist,Technique,Difficulty,Score,POPULARITY,RELEASE_DATE,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,Singer,Bassist,Drummer,Pianist,Energy_Mean_Drums_N,Energy_Mean_Piano_N,Energy_Mean_Bass_N,Energy_std_Drums_N,Energy_std_Piano_N,Energy_std_Bass_N,BPM_Mean_Drums_N,BPM_Mean_Piano_N,BPM_Mean_Bass_N,BPM_std_Drums_N,BPM_std_Piano_N,BPM_std_Bass_N,Drums_Energy_Level,Piano_Energy_Level,Bass_Energy_Level,Drums_BPM_Level,Piano_BPM_Level,Bass_BPM_Level,Combine_Energy_BPM_Drums,Combine_Energy_BPM_Piano,Combine_Energy_BPM_Bass,Difficulty_Level_Drums,Difficulty_Level_Piano,Difficulty_Level_Bass,Quantity_Relevance_Drums,Quantity_Relevance_Bass,Quantity_Relevance_Piano,Relevance_Drums,Relevance_Bass,Relevance_Piano,Instruments_Difficulty
Beatsteaks,Mirrored,,"['Overdriven Guitar', 'Guitar 1(Lead)']",Intermediate,3/8,23,2002,0.49,0.77,-6.874,0.0342,9.86e-05,0.0184,0.0761,0.291,125.283,230760,,,,,0.1587749489918936,5.853295480187571e-09,0.221825222419834,0.0860885436316817,7.006560497704735e-10,0.2553700042994732,0.5257749777505063,0.7057510163007324,0.6435612397167383,0.1672241540012928,0.7368311229958833,0.0264003249780646,Low,Low,Low,Medium,High,Medium,Low-Medium,Low-High,Low-Medium,Intermidiate,Advanced,Intermidiate,0.2062012324570047,0.2880847044413428,7.601682441802041e-09,2.0,3.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Advanced', 'bass_Intermidiate']"
Blackmail,Evon,,"['Overdriven Guitar', 'Guitar 1 ']",Intermediate,3/8,1,2020,0.457,0.932,-6.749,0.0527,0.00124,0.204,0.188,0.211,142.528,291013,,,,,0.2878794033072374,0.0062413806066861,0.0838949102438067,0.1845538580008568,0.0005543289033467,0.0562739866553428,0.6915899564629222,0.2250119336170773,0.7385703001593233,0.0,0.3754167584162975,0.2043234481363113,Low,Low,Low,High,Low,High,Low-High,Low-Low,Low-High,Advanced,Beginner,Advanced,0.3088834799433877,0.0900159981156725,0.0066967603076032,3.0,1.0,0.0,"['drums_Advanced', 'guitar_Intermediate', 'piano_Beginner', 'bass_Advanced']"
Coheed And Cambria,Always And Never,['Claudio'],['Acoustic Guitar (nylon)'],Intermediate,3/8,39,2005,0.603,0.226,-15.132,0.0341,0.794,0.000353,0.13,0.104,137.916,143667,"['ClaudioSanchez', 'TravisStever']","['JoshEppard', 'ChrisPennie']",[],[],0.0001327179130458,2.759079922954206e-06,0.0018423713113577,1.367429414190201e-05,1.6684016187322146e-07,0.0008614147346654,0.5681988131814475,0.555312016023992,0.4222322419598139,0.4220403710309828,0.5155323803516269,0.4522192449074294,Low,Low,Low,Medium,Medium,Medium,Low-Medium,Low-Medium,Low-Medium,Intermidiate,Intermidiate,Intermidiate,0.0005872474028575,0.0081520854484856,1.2208318243160203e-05,0.0,0.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Colour Of Fire,The Exile,,"['Overdriven Guitar', 'Guitare Owen']",Intermediate,3/8,5,2004,0.542,0.933,-5.175,0.0419,0.00118,0.00782,0.258,0.607,131.973,239173,,,,,0.1525903417023418,2.340283748294392e-06,0.0347183181561255,0.0984061468245608,8.64653197066222e-08,0.0341611715683539,0.5502751377524346,0.2443919895103698,0.6892230295168934,0.0403430761046372,0.3601416605695893,0.0863248051373092,Low,Low,Low,Medium,Low,High,Low-Medium,Low-Low,Low-High,Intermidiate,Beginner,Advanced,0.1635480618460255,0.0372114878415065,2.5083427098546533e-06,2.0,0.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Beginner', 'bass_Advanced']"
Exterio,Bonhomme 7h,,"['Overdriven Guitar', 'Guitar 1']",Intermediate,3/8,36,2003,0.53,0.916,-4.94,0.0767,0.00535,0.00555,0.107,0.342,94.982,180973,,,,,0.6914702839256124,9.742754526075428e-06,0.2219898415796082,0.421132028781351,5.136690247388326e-07,0.1405132989919384,0.3687668479043497,0.5302505931335452,0.3728793781697117,0.1795895833236713,0.4252689858428416,0.17581948078771,High,Low,Low,Medium,Medium,Medium,High-Medium,Low-Medium,Low-Medium,Intermidiate,Intermidiate,Intermidiate,0.7548802226262143,0.2423469886240264,1.0636194897462257e-05,8.0,2.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Fake,Larva,,"['Acoustic Guitar (steel)', 'Guitar I']",Intermediate,3/8,0,2020,0.55,0.979,-1.372,0.0875,8.57e-05,0.466,0.113,0.141,137.011,168202,,,,,0.9434128793691242,0.0118879499267516,0.3831778316882581,0.8355912813194718,0.0007887730785343,0.1377456089117543,0.6505723981273046,0.335806478246418,0.6632225153820585,0.4694175460638468,0.5189942206672643,0.1378380587276065,High,Low,Medium,Medium,Medium,High,High-Medium,Low-Medium,Medium-High,Intermidiate,Intermidiate,Advanced,0.9636495192738757,0.3913971723066988,0.0121429519170088,10.0,4.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Advanced']"
Future Lost,Waves,['Xero'],['Distortion Guitar'],Intermediate,3/8,0,2019,0.526,0.553,-13.066,0.0778,0.327,0.932,0.0996,0.0471,220.128,201527,,,,,0.0004164504081035,0.1253320047632053,0.1635881752505282,0.0003500076678533,0.0620264332910759,0.1843258952014783,0.4662372370752443,0.536480169194816,0.4351581807465946,0.0229553282236082,0.3111922151525707,0.1005877436444524,Low,Low,Low,Medium,Medium,Medium,Low-Medium,Low-Medium,Low-Medium,Intermidiate,Intermidiate,Intermidiate,0.0007530748790298,0.2958194850823294,0.2266401532788522,0.0,3.0,2.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Good Charlotte,Riot girl,"['BenjiMadden', 'WilliamDeanMartin']","['Distortion Guitar', 'guitar 2']",Beginner,2/8,47,2002,0.515,0.947,-3.985,0.136,0.00206,0.0,0.167,0.716,88.076,135333,['JoelMadden'],['PaulThomas'],['DeanButterworth'],[],0.2980879885624474,0.0014850012074772,0.2268897970844827,0.2268410587937421,0.0001136955508567,0.1631847583824958,0.3963942595546458,0.2890537839453881,0.5284904946071486,0.4384277158006748,0.4688468185748969,0.0772466085711356,Low,Low,Low,Medium,Low,Medium,Low-Medium,Low-Low,Low-Medium,Intermidiate,Beginner,Intermidiate,0.3147708432549603,0.2395879589065287,0.0015681110955409,3.0,2.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Beginner', 'bass_Intermidiate']"
Gary Hoey,Wipe Out,['gtr 3'],['Overdriven Guitar'],Beginner,2/8,18,2005,0.378,0.935,-5.165,0.111,9.9e-05,0.000884,0.4,0.504,150.703,211773,,,,,0.2375243600201635,6.952248094168184e-05,0.1572396295657,0.188619899308642,3.1082522913147704e-06,0.0924642426769402,0.7525267977804565,0.826688711956746,0.518933079950222,0.3389006484039482,0.5779858391368942,0.1887129577464976,Low,Low,Low,High,High,Medium,Low-High,Low-High,Low-Medium,Advanced,Advanced,Intermidiate,0.2540367486846668,0.1681707268082353,7.435559459003404e-05,3.0,2.0,0.0,"['drums_Advanced', 'guitar_Beginner', 'piano_Advanced', 'bass_Intermidiate']"
Home Town Hero,Questions,,"['Distortion Guitar', 'Guitar 1']",Intermediate,3/8,13,2002,0.464,0.994,-2.604,0.0655,0.000747,0.0,0.0743,0.771,137.747,132933,,,,,0.4198036842002591,0.0588643201345395,0.1869170373910383,0.2060365521970794,0.0107746975431507,0.136531138943396,0.3857776698951875,0.4687385025215926,0.668114605027816,0.4141322956301873,0.5235082659875877,0.1096827100957813,Medium,Low,Low,Medium,Medium,High,Medium-Medium,Low-Medium,Low-High,Intermidiate,Intermidiate,Advanced,0.4223377104630373,0.1880453092465174,0.0592196379623134,4.0,2.0,1.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Advanced']"
Kingston Wall,Istwan,['Raita 1'],['Acoustic Guitar (steel)'],Intermediate,4/8,24,1993,0.416,0.491,-8.81,0.0327,0.000816,0.862,0.0933,0.341,122.345,241560,,,,,0.0012507838528062,0.0002955007892127,0.0344451925926124,0.0013631803407404,7.854879602848259e-05,0.0256737036036284,0.5572329690587235,0.4445826905915356,0.1133891392297603,0.031609943844403,0.422922784313789,0.3111348586330512,Low,Low,Low,Medium,Medium,Low,Low-Medium,Low-Medium,Low-Low,Intermidiate,Intermidiate,Beginner,0.002547421288811,0.0701531417364816,0.0006018346012478,0.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Beginner']"
Kyuss,Space Cadet,,"['Acoustic Guitar (steel)', 'Guitar 1']",Intermediate,3/8,52,1994,0.461,0.168,-16.225,0.042,0.449,0.886,0.265,0.309,169.675,422464,,,,,0.0363040626272432,0.0003209307644468,0.0174674062793067,0.0201859675105606,7.19954114331127e-05,0.0013381921599174,0.7534667063849846,0.5066014070448397,0.3314396247103465,0.5990312467109771,0.363253567997063,0.5753226343835885,Low,Low,Low,High,Medium,Medium,Low-High,Low-Medium,Low-Medium,Advanced,Intermidiate,Intermidiate,0.2160956108764477,0.1039726564244447,0.0019103021693264,2.0,1.0,0.0,"['drums_Advanced', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Los Hermanos,Ultimo Romance,['Marcelo'],['Overdriven Guitar'],Beginner,2/8,57,2003,0.406,0.665,-6.264,0.0286,0.509,0.000641,0.112,0.553,159.997,263440,,,,,0.1913335885365461,0.0152226030835485,0.2933984139386515,0.0973160493260065,0.0082461625567379,0.2352140115765677,0.6554865418003301,0.5688691971885441,0.7754686966709782,0.5732211167165043,0.3233997492430857,0.2832671921672721,Low,Low,Low,Medium,Medium,High,Low-Medium,Low-Medium,Low-High,Intermidiate,Intermidiate,Advanced,0.2877196820098438,0.4412006224641376,0.0228911324564639,3.0,4.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Advanced']"
Nickelback,Just For,['RyanPeake'],"['Electric Guitar (muted)', 'Guitar(mute)']",Beginner,2/8,43,2001,0.557,0.946,-5.383,0.0483,0.000128,0.00692,0.105,0.741,112.05,243200,['ChadKroeger'],['MikeKroeger'],['DanielAdair'],[],0.2510275772889349,4.859455798764821e-08,0.0857008293220736,0.2282260701433969,5.257803663545311e-09,0.0608309396603458,0.5340337469147444,0.3415126670457823,0.4085479923418619,0.3133524752938796,0.4171796601538773,0.1491587431704804,Low,Low,Low,Medium,Medium,Medium,Low-Medium,Low-Medium,Low-Medium,Intermidiate,Intermidiate,Intermidiate,0.2653568470284724,0.0905928428351729,5.1368454532397695e-08,3.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
Orgy,Eva,['Ryan'],['Distortion Guitar'],Beginner,1/8,32,2000,0.494,0.904,-3.068,0.0344,5.78e-05,0.000985,0.232,0.511,91.86,302667,,,,,0.2186408760702784,3.337903593240357e-05,0.1736088584048392,0.1472045520445018,2.562100051216381e-06,0.2540753380714232,0.256609043348058,0.7552913295950956,0.4141341843160893,0.3864856840949907,0.8438929977357009,0.1616024002013287,Low,Low,Low,Low,High,Medium,Low-Low,Low-High,Low-Medium,Beginner,Advanced,Intermidiate,0.2418593761839363,0.1920451973504858,3.692371231460572e-05,2.0,2.0,0.0,"['drums_Beginner', 'guitar_Beginner', 'piano_Advanced', 'bass_Intermidiate']"
Population 1,High,['Piste 5'],['Overdriven Guitar'],Intermediate,3/8,10,2006,0.513,0.765,-6.421,0.105,0.00672,0.0,0.173,0.702,83.002,249133,,,,,0.2132098223142894,9.537975522934756e-07,0.0685627430705449,0.1792389606061954,1.3833765340180862e-07,0.0517468081808646,0.4723072328476191,0.5600835016652549,0.4721757145856819,0.4106992211634946,0.4445476519453314,0.2033592095846591,Low,Low,Low,Medium,Medium,Medium,Low-Medium,Low-Medium,Low-Medium,Intermidiate,Intermidiate,Intermidiate,0.2787056500840385,0.0896245007458103,1.2467941860045432e-06,3.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Presidents Of The United States Of America,Tiki God,,"['Acoustic Guitar (steel)', 'Guitar 4']",Intermediate,3/8,34,1996,0.483,0.873,-6.981,0.0458,0.00454,3.02e-06,0.297,0.662,151.276,173400,,,,,0.0545316289965021,1.3584799443288431e-05,0.0136151819640246,0.0382478930540328,1.0311413827964328e-06,0.009517904509877,0.5180642685339936,0.4236163993901092,0.4705541827761789,0.5341122858987671,0.2275561229467035,0.2413880736113117,Low,Low,Low,Medium,Medium,Medium,Low-Medium,Low-Medium,Low-Medium,Intermidiate,Intermidiate,Intermidiate,0.0624646380257756,0.0155958556288942,1.5561053199643108e-05,1.0,0.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Singlethreat,Lost,['Chris'],['Electric Guitar (jazz)'],Intermediate,3/8,1,2004,0.289,0.924,-5.091,0.0564,0.00147,0.00575,0.082,0.35,138.328,279745,,,,,0.3226043860738717,0.0172041417974579,0.1803506394808689,0.1572533504263372,0.0057407904548525,0.1740046973784813,0.4150914360721706,0.6428423082584557,0.5417485441392548,0.4865878078860378,0.3738884579499163,0.1840479417384493,Low,Low,Low,Medium,Medium,Medium,Low-Medium,Low-Medium,Low-Medium,Intermidiate,Intermidiate,Intermidiate,0.3491389459673936,0.1951846747628451,0.0186192010794999,3.0,2.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Staind,Price To Play,['Track 2'],['Distortion Guitar'],Beginner,2/8,43,2003,0.41,0.922,-1.906,0.0499,3.1e-05,0.000343,0.189,0.327,109.511,215267,,,,,0.0949628080079434,1.09085828249251e-08,0.0970590929218245,0.0471145177758115,5.867428935841457e-10,0.1265486354857873,0.6450162689009618,0.5163851203092693,0.6794184587827208,0.2279466175298107,0.2161925259549637,0.1029875642092354,Low,Low,Low,Medium,Medium,High,Low-Medium,Low-Medium,Low-High,Intermidiate,Intermidiate,Advanced,0.1029965379695698,0.1052701658588118,1.1831434734192084e-08,1.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Advanced']"
Throttlerod,Whistlin' Dixie,,['Distortion Guitar'],Intermediate,4/8,4,2003,0.463,0.894,-6.093,0.0548,0.000736,0.203,0.621,0.53,111.048,269227,,,,,0.1786101063215533,2.9035313473670208e-05,0.0969082342718486,0.0880679109223656,3.156895040113863e-06,0.0883954645596079,0.375936918001035,0.208106611858867,0.396398854327832,0.0333066035589581,0.5621738381831516,0.1716120370903862,Low,Low,Low,Medium,Low,Medium,Low-Medium,Low-Low,Low-Medium,Intermidiate,Beginner,Intermidiate,0.1997875909637061,0.1083984723398754,3.247797927703603e-05,2.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Beginner', 'bass_Intermidiate']"
Farin Urlaub,Augenblick,['2. Gitarre'],['Overdriven Guitar'],Intermediate,3/8,29,2005,0.354,0.765,-5.121,0.0536,9.39e-05,0.00449,0.0733,0.235,91.662,187880,,,,,0.2606437755648664,0.0001403220721919,0.2835473841271137,0.2327270638681777,8.329032949078949e-06,0.2673595964672757,0.2942223390628052,0.5322884442290317,0.618649334306067,0.0,0.6710960295075169,0.0546820821141872,Low,Low,Low,Low,Medium,Medium,Low-Low,Low-Medium,Low-Medium,Beginner,Intermidiate,Intermidiate,0.3407108177318516,0.3706501753295604,0.0001834275453488,3.0,4.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Wednesday 13,God Is A Lie,['RYTHEM GUITAR'],['Distortion Guitar'],Beginner,2/8,29,2005,0.323,0.988,-2.009,0.151,0.000596,0.906,0.0738,0.435,96.015,217533,,,,,0.2399577355866418,0.0010360123790406,0.0719480653366939,0.1892672473427087,7.895624439339251e-05,0.1242951086863977,0.2198681426093144,0.4257766689212219,0.5488280344024564,0.2869814805142794,0.550424524487406,0.2662151283814765,Low,Low,Low,Low,Medium,Medium,Low-Low,Low-Medium,Low-Medium,Beginner,Intermidiate,Intermidiate,0.2428722020107711,0.0728219284784352,0.0010485955253447,2.0,1.0,0.0,"['drums_Beginner', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
Akira Yamaoka,Alone In The Town,,['Electric Guitar (clean)'],Beginner,1/8,44,2001,0.531,0.487,-11.838,0.0274,0.778,0.974,0.103,0.218,79.118,139533,,,,,0.0729370091995914,0.1556014180091938,0.0274566997775818,0.0977510649922793,0.0346195189228756,0.0172457492729985,0.817762648024471,0.6023719355657275,0.5855182021870238,0.0704015826644481,0.2987207724942011,0.2888964904573762,Low,Low,Low,High,Medium,Medium,Low-High,Low-Medium,Low-Medium,Advanced,Intermidiate,Intermidiate,0.149767986036122,0.0563792603235767,0.3195100985815069,1.0,1.0,3.0,"['drums_Advanced', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
Course Of Nature,Wall Of Shame,,"['Distortion Guitar', 'Rhythm Guitar']",Beginner,2/8,40,2002,0.479,0.911,-5.111,0.0452,5.05e-06,0.206,0.166,0.558,146.804,242333,,,,,0.3488301001237266,3.904491074169925e-06,0.0758810427999586,0.2259881055390301,1.9110182457498985e-07,0.0948245133296883,0.2732985459199493,0.6286632426721914,0.4972628475673643,0.3067458844744064,0.3481427346231308,0.237090360698725,Medium,Low,Low,Low,Medium,Medium,Medium-Low,Low-Medium,Low-Medium,Beginner,Intermidiate,Intermidiate,0.3829090012335089,0.0832942291986373,4.285939708199698e-06,4.0,1.0,0.0,"['drums_Beginner', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
Dir En Grey,Child Prey,['Die'],['Overdriven Guitar'],Beginner,2/8,35,2018,0.496,0.988,-4.381,0.0844,8.11e-06,0.265,0.736,0.447,110.069,231107,,,,,0.4096352436512094,1.2759718617843994e-05,0.148823276186695,0.3270730989430453,6.283202893895772e-07,0.0853670189643803,0.5558446013461529,0.4520047366319566,0.5146223612227349,0.247716859920256,0.5564739260137325,0.1501735371739736,Medium,Low,Low,Medium,Medium,Medium,Medium-Medium,Low-Medium,Low-Medium,Intermidiate,Intermidiate,Intermidiate,0.4146105704971755,0.1506308463428087,1.2914694957331976e-05,4.0,2.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
Dir En Grey,The III D Empire,['Kaoru'],['Distortion Guitar'],Beginner,2/8,25,2003,0.458,0.941,-5.91,0.106,1.3e-05,0.358,0.0857,0.237,128.959,185587,,,,,0.3206138048767936,2.828584759848516e-06,0.1787891852605249,0.3123242782270199,1.3034659638724836e-07,0.0699991315385388,0.5289551226007049,0.5210280847665396,0.4958633052365659,0.2192334352520994,0.4870160494278172,0.1006665746335062,Low,Low,Low,Medium,Medium,Medium,Low-Medium,Low-Medium,Low-Medium,Intermidiate,Intermidiate,Intermidiate,0.3407160519413322,0.1899991341769659,3.005934920136574e-06,3.0,2.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
Dashboard Confessional,Saints And Sailors,['lira'],['Acoustic Guitar (steel)'],Intermediate,3/8,42,2001,0.66,0.741,-6.319,0.088,0.402,0.0,0.275,0.463,112.133,153160,,,,,0.1581529954302601,0.0134394346972555,0.0333633383886607,0.0911407556980595,0.0027306006866065,0.0292469854734276,0.4369607989243791,0.5399766976593006,0.4134228406792881,0.3523320514217082,0.4363913257365648,0.2733046563779332,Low,Low,Low,Medium,Medium,Medium,Low-Medium,Low-Medium,Low-Medium,Intermidiate,Intermidiate,Intermidiate,0.2134318426859111,0.0450247481628349,0.0181368889301694,2.0,0.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Guano Apes,You Can't Stop Me,['Spur 1'],['Distortion Guitar'],Intermediate,3/8,47,2003,0.43,0.951,-4.083,0.121,0.000118,0.0202,0.336,0.415,173.71,191013,,,,,0.4238999714365788,3.3598665899093577e-06,0.2695665907487953,0.2471993927019934,2.1814780762942178e-07,0.1525573052212408,0.4634501248901946,0.3674137940402424,0.4270968871649577,0.2804706626401086,0.7648201852318653,0.1240596605545551,Medium,Low,Low,Medium,Medium,Medium,Medium-Medium,Low-Medium,Low-Medium,Intermidiate,Intermidiate,Intermidiate,0.4457412948859924,0.2834559313867458,3.5329827443841828e-06,4.0,3.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Matchbook Romance,Shadows Like Statues,,"['Distortion Guitar', 'Guitar 1']",Beginner,2/8,24,2003,0.129,0.951,-3.465,0.151,1.6e-05,0.411,0.106,0.102,179.819,269200,,,,,0.4278614232672318,1.6413274207475451e-06,0.2378529986397113,0.2058548006483664,1.0513093179306065e-07,0.2891150968195827,0.4372683434165798,0.5261164676501707,0.631083393558117,0.5738350514101717,0.5532132994104821,0.1672196701814382,Medium,Low,Low,Medium,Medium,Medium,Medium-Medium,Low-Medium,Low-Medium,Intermidiate,Intermidiate,Intermidiate,0.4499068593766896,0.2501083056148384,1.7258963414800689e-06,4.0,3.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
Amber Pacific,Everything We Were Has Become What We Are,['Track 2'],['Distortion Guitar'],Intermediate,4/8,22,2005,0.528,0.968,-5.127,0.0568,0.000147,0.00127,0.215,0.734,110.036,178667,,,,,0.336337363387584,1.4282660370038147e-06,0.0839404810113736,0.3226279761491445,5.0725719753760703e-08,0.0900742832527815,0.3060774020415749,0.4662907722452918,0.4638507257083892,0.0,0.6493608627312096,0.2022906137932001,Medium,Low,Low,Low,Medium,Medium,Medium-Low,Low-Medium,Low-Medium,Beginner,Intermidiate,Intermidiate,0.3474559539127934,0.0867153729456338,1.475481443185759e-06,3.0,1.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Amber Pacific,For What It's Worth,['Lead'],['Overdriven Guitar'],Intermediate,3/8,21,2005,0.538,0.869,-4.037,0.0383,0.00581,0.0,0.0793,0.454,104.572,213307,,,,,0.3326024356735477,0.002465262598778,0.0794360527954968,0.185008267807728,0.0001518114014167,0.0972551075920159,0.3477643486644295,0.486601720863014,0.3776345628878935,0.3750672833302564,0.2625719306880328,0.267043518353427,Medium,Low,Low,Medium,Medium,Medium,Medium-Medium,Low-Medium,Low-Medium,Intermidiate,Intermidiate,Intermidiate,0.3827415830535646,0.0914108777853819,0.0028368959709758,4.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Ozzy Osbourne,That I Never Had,['Zakk Wylde'],['Overdriven Guitar'],Intermediate,4/8,28,2001,0.553,0.849,-7.879,0.0504,9.45e-05,0.0548,0.544,0.203,115.834,264040,,,,,0.2067172210595085,0.0002432371612826,0.0635031302764215,0.2100183836596583,2.261576952686708e-05,0.0716758209741967,0.4508098697585084,0.8189094608142102,0.5151604983244538,0.1203658065173106,0.6014369399680621,0.1183840737771106,Low,Low,Low,Medium,High,Medium,Low-Medium,Low-High,Low-Medium,Intermidiate,Advanced,Intermidiate,0.2434831814599629,0.0747975621630407,0.0002864984231832,2.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Advanced', 'bass_Intermidiate']"
Presidents Of The United States Of America,Ladies And Gentlemen Part I,,"['Electric Guitar (clean)', 'Guitar 1']",Intermediate,3/8,24,1996,0.579,0.552,-8.017,0.0448,0.0374,0.000274,0.307,0.127,138.385,97560,,,,,0.2317981890691209,1.2200791174130073e-06,0.0667959477917541,0.1756329099528883,1.4484196403903665e-07,0.0516459169961863,0.3435764644658006,0.5239240119336979,0.6215768280664787,0.5354155977360849,0.6421769581984748,0.0607238840230379,Low,Low,Low,Medium,Medium,Medium,Low-Medium,Low-Medium,Low-Medium,Intermidiate,Intermidiate,Intermidiate,0.4199242555600015,0.121007151796656,2.210288256182984e-06,4.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Smile Empty Soul,Bottom Of A Bottle,,"['Electric Guitar (clean)', 'Guitar 1- clean']",Beginner,2/8,58,2016,0.542,0.838,-5.198,0.0392,0.00216,2.05e-06,0.0829,0.423,106.044,221827,,,,,0.1419738350848026,1.2153474455196826e-07,0.1862918197035911,0.0820567073893104,1.328647694672398e-08,0.1907445982321904,0.2834518685640509,0.3911035606785027,0.3521845945120947,0.191682885517235,0.463738943013514,0.1179148381021023,Low,Low,Low,Low,Medium,Medium,Low-Low,Low-Medium,Low-Medium,Beginner,Intermidiate,Intermidiate,0.1694198509365186,0.2223052741092973,1.4502952810497404e-07,2.0,2.0,0.0,"['drums_Beginner', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
Smile Empty Soul,Therapy,['Sean'],['Distortion Guitar 2'],Beginner,2/8,9,2021,0.382,0.748,-5.192,0.0753,0.0194,0.0,0.0604,0.456,155.069,184267,,,,,0.4430155716729377,8.813170132964502e-05,0.1434648447987032,0.1811611569689647,6.808594543141983e-06,0.1347056419974703,0.1484767828126812,0.4536815219244033,0.4675269612466649,0.4104827965713147,0.2809037106236974,0.1325692983498469,Medium,Low,Low,Low,Medium,Medium,Medium-Low,Low-Medium,Low-Medium,Beginner,Intermidiate,Intermidiate,0.5922668070493821,0.1917979208538813,0.0001178231301198,6.0,2.0,0.0,"['drums_Beginner', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
Van Halen,Dirty Movies,"['EddieVanHalen(1955-2020)', 'WolfgangVanHalen']","['Electric Guitar (jazz)', 'Guitar 1']",Beginner,2/8,40,1981,0.387,0.782,-8.318,0.0582,0.00758,0.00097,0.107,0.77,184.325,247386,"['DavidLeeRoth', 'SammyHagar', 'GaryCherone']",['MichaelAnthony'],['AlexVanHalen'],[],0.1664789827673134,8.508378785562175e-06,0.0669753208349958,0.0673652418799303,3.415839425528257e-07,0.0559127696271629,0.2428700738219078,0.4382769037169935,0.4163486933004278,0.2704806541629962,0.6782831479120492,0.2562922930199762,Low,Low,Low,Low,Medium,Medium,Low-Low,Low-Medium,Low-Medium,Beginner,Intermidiate,Intermidiate,0.2128887247663854,0.0856461903260816,1.0880279776933728e-05,2.0,1.0,0.0,"['drums_Beginner', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
Staind,Change,,['Distortion Guitar'],Beginner,2/8,49,2005,0.5,0.612,-4.944,0.0332,0.0267,0.157,0.404,0.0668,124.992,238427,,,,,0.1900260402238263,0.0233374088257586,0.0850320631309859,0.0870886247893403,0.0117128421966904,0.1138662745786805,0.2583692933092365,0.5683261884346186,0.5822499966004816,0.3630084939265869,0.4140607870526728,0.0827775853563623,Low,Low,Low,Low,Medium,Medium,Low-Low,Low-Medium,Low-Medium,Beginner,Intermidiate,Intermidiate,0.3105000657252065,0.1389412796257939,0.038133020957122,3.0,1.0,0.0,"['drums_Beginner', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
